,date_time,NE,Success Ratio of Message Transfer,Number of Received Error Answer Messages,Number of Initiated Error Answer Messages,Peak Load of CPU Usage of the Main Processor(%),Peak Memory Usage of the Main Processor(%),Peak Load of CPU Usage(%),Mean Ratio of the CPU Usage(%),Mean Load of CPU Usage(%)
5857,14/6/2020 3:45,vDRKPA,100,79837,198,14,79,19,4,3
5858,14/6/2020 3:45,vDRHXA,100,79476,200,15,79,43,5,3
5859,14/6/2020 4:00,vDRKPA,100,79582,223,13,79,19,4,3
5860,14/6/2020 4:00,vDRHXA,100,78398,197,15,79,43,5,3
5861,14/6/2020 4:15,vDRKPA,100,79766,190,14,79,19,4,3
5862,14/6/2020 4:15,vDRHXA,100,79856,220,15,79,43,5,3
5863,14/6/2020 4:30,vDRKPA,100,79559,190,13,79,19,4,3
5864,14/6/2020 4:30,vDRHXA,100,78664,161,14,79,42,5,3
5865,14/6/2020 4:45,vDRKPA,100,77513,193,13,79,19,4,3
5866,14/6/2020 4:45,vDRHXA,100,76864,165,14,79,42,5,3
5867,14/6/2020 5:00,vDRKPA,100,77479,163,14,79,19,4,3
5868,14/6/2020 5:00,vDRHXA,100,76581,164,14,79,43,5,3
5869,14/6/2020 5:15,vDRKPA,100,77719,193,14,79,19,4,3
5870,14/6/2020 5:15,vDRHXA,100,77655,210,15,79,43,5,3
5871,14/6/2020 5:30,vDRKPA,100,77097,206,13,79,19,4,3
5872,14/6/2020 5:30,vDRHXA,100,76544,206,14,79,42,5,3
5873,14/6/2020 5:45,vDRKPA,100,77016,200,14,79,19,4,3
5874,14/6/2020 5:45,vDRHXA,100,76034,217,14,79,43,5,3
5875,14/6/2020 6:00,vDRKPA,100,76263,211,14,79,20,4,3
5876,14/6/2020 6:00,vDRHXA,100,75814,178,15,79,44,5,3
5877,14/6/2020 6:15,vDRKPA,100,77542,160,15,79,20,5,3
5878,14/6/2020 6:15,vDRHXA,100,77128,192,16,79,44,5,3
5879,14/6/2020 6:30,vDRKPA,100,77353,218,15,79,20,5,3
5880,14/6/2020 6:30,vDRHXA,100,76635,217,15,79,45,5,3
5881,14/6/2020 6:45,vDRKPA,100,77000,227,15,79,21,5,3
5882,14/6/2020 6:45,vDRHXA,100,77027,202,16,79,46,5,3
5883,14/6/2020 7:00,vDRKPA,100,78748,192,17,79,23,5,3
5884,14/6/2020 7:00,vDRHXA,100,77787,187,18,79,48,5,4
5885,14/6/2020 7:15,vDRKPA,100,79314,215,17,79,24,5,3
5886,14/6/2020 7:15,vDRHXA,100,77884,216,18,79,48,6,4
5887,14/6/2020 7:30,vDRKPA,100,79288,231,17,79,24,5,3
5888,14/6/2020 7:30,vDRHXA,100,78707,256,18,79,49,6,4
5889,14/6/2020 7:45,vDRKPA,100,81253,214,18,79,25,5,4
5890,14/6/2020 7:45,vDRHXA,100,80555,205,19,79,50,6,4
5891,14/6/2020 8:00,vDRKPA,100,80289,200,19,79,26,6,4
5892,14/6/2020 8:00,vDRHXA,100,80361,228,20,79,51,6,4
5893,14/6/2020 8:15,vDRKPA,100,81829,235,20,79,27,6,4
5894,14/6/2020 8:15,vDRHXA,100,81241,235,21,79,52,6,4
5895,14/6/2020 8:30,vDRKPA,100,81454,233,20,79,28,6,4
5896,14/6/2020 8:30,vDRHXA,100,81235,219,21,79,52,6,4
5897,14/6/2020 8:45,vDRKPA,100,82066,251,21,79,29,6,4
5898,14/6/2020 8:45,vDRHXA,100,81053,249,22,79,53,7,4
5899,14/6/2020 9:00,vDRKPA,100,82236,232,22,79,29,6,4
5900,14/6/2020 9:00,vDRHXA,100,80905,218,23,79,53,7,4
5901,14/6/2020 9:15,vDRKPA,100,82301,245,22,79,30,6,4
5902,14/6/2020 9:15,vDRHXA,100,81992,280,23,79,54,7,4
5903,14/6/2020 9:30,vDRKPA,100,82875,244,23,79,31,6,4
5904,14/6/2020 9:30,vDRHXA,100,81277,275,24,79,55,7,4
5905,14/6/2020 9:45,vDRKPA,100,82311,218,23,79,32,7,4
5906,14/6/2020 9:45,vDRHXA,100,81649,232,24,79,55,7,5
5907,14/6/2020 10:00,vDRKPA,100,85322,250,24,79,33,7,4
5908,14/6/2020 10:00,vDRHXA,100,84794,218,25,79,56,7,5
5909,14/6/2020 10:15,vDRKPA,100,86924,267,25,79,34,7,4
5910,14/6/2020 10:15,vDRHXA,100,85926,229,26,79,57,8,5
5911,14/6/2020 10:30,vDRKPA,100,86641,253,25,79,35,7,4
5912,14/6/2020 10:30,vDRHXA,100,85933,257,27,79,57,8,5
5913,14/6/2020 10:45,vDRKPA,100,86863,250,26,79,35,7,4
5914,14/6/2020 10:45,vDRHXA,100,86115,252,27,79,58,8,5
5915,14/6/2020 11:00,vDRKPA,100,86081,234,26,79,36,7,5
5916,14/6/2020 11:00,vDRHXA,100,85664,230,27,79,58,8,5
5917,14/6/2020 11:15,vDRKPA,100,86915,248,27,79,37,7,5
5918,14/6/2020 11:15,vDRHXA,100,86222,208,28,79,58,8,5
5919,14/6/2020 11:30,vDRKPA,100,86629,271,26,79,36,7,5
5920,14/6/2020 11:30,vDRHXA,100,86036,259,28,79,58,8,5
5921,14/6/2020 11:45,vDRKPA,100,87781,263,27,79,37,7,5
5922,14/6/2020 11:45,vDRHXA,100,87975,245,29,79,59,8,5
5923,14/6/2020 12:00,vDRKPA,100,88424,276,27,79,37,7,5
5924,14/6/2020 12:00,vDRHXA,100,87114,223,29,79,59,8,5
5925,14/6/2020 12:15,vDRKPA,100,88573,290,28,79,38,7,5
5926,14/6/2020 12:15,vDRHXA,100,87931,265,29,79,59,8,5
5927,14/6/2020 12:30,vDRKPA,100,88658,256,28,79,38,7,5
5928,14/6/2020 12:30,vDRHXA,100,87243,285,29,79,59,8,5
5929,14/6/2020 12:45,vDRKPA,100,90516,271,28,79,38,7,5
5930,14/6/2020 12:45,vDRHXA,100,88985,274,30,79,59,8,5
5931,14/6/2020 13:00,vDRKPA,100,91033,278,28,79,38,7,5
5932,14/6/2020 13:00,vDRHXA,100,89910,244,29,79,59,8,5
5933,14/6/2020 13:15,vDRKPA,100,91836,220,28,79,38,7,5
5934,14/6/2020 13:15,vDRHXA,100,90590,265,29,79,59,8,5
5935,14/6/2020 13:30,vDRKPA,100,92270,275,27,79,37,7,5
5936,14/6/2020 13:30,vDRHXA,100,91379,291,29,79,59,8,5
5937,14/6/2020 13:45,vDRKPA,100,94222,309,27,79,38,7,5
5938,14/6/2020 13:45,vDRHXA,100,92642,340,29,79,59,8,5
5939,14/6/2020 14:00,vDRKPA,100,93469,453,27,79,37,7,5
5940,14/6/2020 14:00,vDRHXA,100,92922,433,28,79,59,8,5
5941,14/6/2020 14:15,vDRKPA,100,92421,269,28,79,38,8,5
5942,14/6/2020 14:15,vDRHXA,100,92257,264,29,79,59,8,5
5943,14/6/2020 14:30,vDRKPA,100,91878,286,27,79,38,7,5
5944,14/6/2020 14:30,vDRHXA,100,91056,285,29,79,59,8,5
5945,14/6/2020 14:45,vDRKPA,100,91684,276,28,79,38,7,5
5946,14/6/2020 14:45,vDRHXA,100,90451,242,29,79,59,8,5
5947,14/6/2020 15:00,vDRKPA,100,91497,296,27,79,38,7,5
5948,14/6/2020 15:00,vDRHXA,100,90298,241,29,79,59,8,5
5949,14/6/2020 15:15,vDRKPA,100,93214,238,28,79,38,8,5
5950,14/6/2020 15:15,vDRHXA,100,92460,264,29,79,59,8,5
5951,14/6/2020 15:30,vDRKPA,100,91257,232,28,79,38,7,5
5952,14/6/2020 15:30,vDRHXA,100,89883,243,29,79,59,8,5
5953,14/6/2020 15:45,vDRKPA,100,91582,238,27,79,37,7,5
5954,14/6/2020 15:45,vDRHXA,100,89832,252,29,79,59,8,5
5955,14/6/2020 16:00,vDRKPA,100,90146,229,27,79,38,7,5
5956,14/6/2020 16:00,vDRHXA,100,88691,244,29,79,59,8,5
5957,14/6/2020 16:15,vDRKPA,100,91342,193,27,79,37,7,5
5958,14/6/2020 16:15,vDRHXA,100,90009,215,29,79,59,8,5
5959,14/6/2020 16:30,vDRKPA,100,90299,228,27,79,37,7,5
5960,14/6/2020 16:30,vDRHXA,100,90270,233,29,79,59,8,5
5961,14/6/2020 16:45,vDRKPA,100,90963,234,28,79,38,7,5
5962,14/6/2020 16:45,vDRHXA,100,89865,254,29,79,59,8,5
5963,14/6/2020 17:00,vDRKPA,100,88632,193,28,79,38,7,5
5964,14/6/2020 17:00,vDRHXA,100,88028,205,29,79,59,8,5
5965,14/6/2020 17:15,vDRKPA,100,90987,239,28,79,38,8,5
5966,14/6/2020 17:15,vDRHXA,100,90555,241,29,79,60,8,5
5967,14/6/2020 17:30,vDRKPA,100,92001,218,28,79,38,8,5
5968,14/6/2020 17:30,vDRHXA,100,91157,270,29,79,59,8,5
5969,14/6/2020 17:45,vDRKPA,100,94078,245,28,79,39,8,5
5970,14/6/2020 17:45,vDRHXA,100,91920,253,30,79,59,8,5
5971,14/6/2020 18:00,vDRKPA,100,92799,248,28,79,38,8,5
5972,14/6/2020 18:00,vDRHXA,100,91858,217,29,79,59,8,5
5973,14/6/2020 18:15,vDRKPA,100,93067,309,28,79,39,8,5
5974,14/6/2020 18:15,vDRHXA,100,92930,289,30,79,60,8,5
5975,14/6/2020 18:30,vDRKPA,100,93131,237,28,79,38,8,5
5976,14/6/2020 18:30,vDRHXA,100,91964,246,29,79,59,8,5
5977,14/6/2020 18:45,vDRKPA,100,92315,243,28,79,38,7,5
5978,14/6/2020 18:45,vDRHXA,100,91466,217,29,79,59,8,5
5979,14/6/2020 19:00,vDRKPA,100,91109,277,27,79,37,7,5
5980,14/6/2020 19:00,vDRHXA,100,90179,280,29,79,59,8,5
5981,14/6/2020 19:15,vDRKPA,100,93222,428,27,79,37,7,5
5982,14/6/2020 19:15,vDRHXA,100,92450,353,29,79,59,8,5
5983,14/6/2020 19:30,vDRKPA,100,93177,247,27,79,37,7,5
5984,14/6/2020 19:30,vDRHXA,100,91805,238,28,79,58,8,5
5985,14/6/2020 19:45,vDRKPA,100,90851,247,26,79,36,7,5
5986,14/6/2020 19:45,vDRHXA,100,90514,185,28,79,58,8,5
5987,14/6/2020 20:00,vDRKPA,100,91550,232,26,79,35,7,4
5988,14/6/2020 20:00,vDRHXA,100,90298,216,27,79,57,8,5
5989,14/6/2020 20:15,vDRKPA,100,92118,215,26,79,35,7,4
5990,14/6/2020 20:15,vDRHXA,100,91637,203,27,79,58,8,5
5991,14/6/2020 20:30,vDRKPA,100,91668,218,26,79,35,7,4
5992,14/6/2020 20:30,vDRHXA,100,91073,202,27,79,57,8,5
5993,14/6/2020 20:45,vDRKPA,100,91276,242,25,79,34,7,4
5994,14/6/2020 20:45,vDRHXA,100,91090,225,27,79,57,8,5
5995,14/6/2020 21:00,vDRKPA,100,91099,206,25,79,34,7,4
5996,14/6/2020 21:00,vDRHXA,100,90279,183,26,79,57,8,5
5997,14/6/2020 21:15,vDRKPA,100,90136,230,25,79,34,7,4
5998,14/6/2020 21:15,vDRHXA,100,89577,224,26,79,56,8,5
5999,14/6/2020 21:30,vDRKPA,100,88993,240,24,79,33,7,4
6000,14/6/2020 21:30,vDRHXA,100,87679,206,26,79,56,8,5
6001,14/6/2020 21:45,vDRKPA,100,90743,216,24,79,33,7,4
6002,14/6/2020 21:45,vDRHXA,100,89721,221,25,79,56,7,5
6003,14/6/2020 22:00,vDRKPA,100,92286,179,23,79,32,6,4
6004,14/6/2020 22:00,vDRHXA,100,91380,232,25,79,55,7,5
6005,14/6/2020 22:15,vDRKPA,100,93746,205,24,79,32,6,4
6006,14/6/2020 22:15,vDRHXA,100,93659,239,25,79,55,7,5
6007,14/6/2020 22:30,vDRKPA,100,93884,231,22,79,30,6,4
6008,14/6/2020 22:30,vDRHXA,100,92503,223,23,79,54,7,4
6009,14/6/2020 22:45,vDRKPA,100,91034,226,22,79,29,6,4
6010,14/6/2020 22:45,vDRHXA,100,91133,231,23,79,53,7,4
6011,14/6/2020 23:00,vDRKPA,100,90485,206,21,79,29,6,4
6012,14/6/2020 23:00,vDRHXA,100,90019,225,22,79,53,7,4
6013,14/6/2020 23:15,vDRKPA,100,90566,205,21,79,29,6,4
6014,14/6/2020 23:15,vDRHXA,100,89808,226,22,79,52,7,4
6015,14/6/2020 23:30,vDRKPA,100,91892,225,20,79,27,6,4
6016,14/6/2020 23:30,vDRHXA,100,90414,218,21,79,52,6,4
6017,14/6/2020 23:45,vDRKPA,100,90438,195,20,79,27,6,4
6018,14/6/2020 23:45,vDRHXA,100,90278,233,21,79,51,6,4
6019,15/6/2020 0:00,vDRKPA,100,90233,185,19,79,27,5,4
6020,15/6/2020 0:00,vDRHXA,100,89060,195,21,79,50,6,4
6021,15/6/2020 0:15,vDRKPA,100,89153,205,19,79,27,5,4
6022,15/6/2020 0:15,vDRHXA,100,88680,206,20,79,51,6,4
6023,15/6/2020 0:30,vDRKPA,100,87871,215,18,79,25,5,3
6024,15/6/2020 0:30,vDRHXA,100,86986,195,19,79,49,6,4
6025,15/6/2020 0:45,vDRKPA,100,86907,210,17,79,23,5,3
6026,15/6/2020 0:45,vDRHXA,100,86331,217,18,79,48,6,4
6027,15/6/2020 1:00,vDRKPA,100,87193,197,16,79,22,5,3
6028,15/6/2020 1:00,vDRHXA,100,85776,206,17,79,47,5,4
6029,15/6/2020 1:15,vDRKPA,100,85492,188,16,79,22,5,3
6030,15/6/2020 1:15,vDRHXA,100,85210,183,18,79,47,5,4
6031,15/6/2020 1:30,vDRKPA,100,85164,203,16,79,21,5,3
6032,15/6/2020 1:30,vDRHXA,100,84878,214,16,79,46,5,3
6033,15/6/2020 1:45,vDRKPA,100,85869,207,15,79,21,5,3
6034,15/6/2020 1:45,vDRHXA,100,85101,168,16,79,45,5,3
6035,15/6/2020 2:00,vDRKPA,100,85463,202,15,79,20,5,3
6036,15/6/2020 2:00,vDRHXA,100,84184,226,15,79,44,5,3
6037,15/6/2020 2:15,vDRKPA,100,84586,192,15,79,20,5,3
6038,15/6/2020 2:15,vDRHXA,100,83989,198,16,79,45,5,3
6039,15/6/2020 2:30,vDRKPA,100,83642,187,14,79,20,5,3
6040,15/6/2020 2:30,vDRHXA,100,82336,218,15,79,44,5,3
6041,15/6/2020 2:45,vDRKPA,100,83575,223,14,79,20,4,3
6042,15/6/2020 2:45,vDRHXA,100,82531,223,15,79,43,5,3
6043,15/6/2020 3:00,vDRKPA,100,82401,196,14,79,20,4,3
6044,15/6/2020 3:00,vDRHXA,100,81896,182,14,79,43,5,3
6045,15/6/2020 3:15,vDRKPA,100,84115,191,14,79,19,4,3
6046,15/6/2020 3:15,vDRHXA,100,83290,188,15,79,43,5,3
6047,15/6/2020 3:30,vDRKPA,100,83618,202,14,79,19,4,3
6048,15/6/2020 3:30,vDRHXA,100,81861,204,14,79,42,5,3
6049,15/6/2020 3:45,vDRKPA,100,79892,220,14,79,19,4,3
6050,15/6/2020 3:45,vDRHXA,100,79067,156,14,79,42,4,3
6051,15/6/2020 4:00,vDRKPA,100,78557,199,13,79,19,4,3
6052,15/6/2020 4:00,vDRHXA,100,77769,182,14,79,42,4,3
6053,15/6/2020 4:15,vDRKPA,100,78557,162,13,79,19,4,3
6054,15/6/2020 4:15,vDRHXA,100,77639,167,14,79,42,4,3
6055,15/6/2020 4:30,vDRKPA,100,77073,171,13,79,19,4,3
6056,15/6/2020 4:30,vDRHXA,100,77049,186,14,79,42,4,3
6057,15/6/2020 4:45,vDRKPA,100,78112,199,13,79,19,4,3
6058,15/6/2020 4:45,vDRHXA,100,76879,213,14,79,42,4,3
6059,15/6/2020 5:00,vDRKPA,100,78406,174,13,79,19,4,3
6060,15/6/2020 5:00,vDRHXA,100,77292,170,14,79,42,4,3
6061,15/6/2020 5:15,vDRKPA,100,77753,187,14,79,19,4,3
6062,15/6/2020 5:15,vDRHXA,100,77077,159,14,79,43,5,3
6063,15/6/2020 5:30,vDRKPA,100,77303,158,13,79,19,4,3
6064,15/6/2020 5:30,vDRHXA,100,77050,173,14,79,42,5,3
6065,15/6/2020 5:45,vDRKPA,100,77315,185,19,79,26,4,3
6066,15/6/2020 5:45,vDRHXA,100,76991,190,20,79,51,5,3
6067,15/6/2020 6:00,vDRKPA,100,78885,208,14,79,20,4,3
6068,15/6/2020 6:00,vDRHXA,100,77322,212,15,79,45,5,3
6069,15/6/2020 6:15,vDRKPA,100,79614,181,15,79,21,5,3
6070,15/6/2020 6:15,vDRHXA,100,78687,171,16,79,45,5,3
6071,15/6/2020 6:30,vDRKPA,100,79378,163,16,79,21,5,3
6072,15/6/2020 6:30,vDRHXA,100,78540,208,16,79,45,5,3
6073,15/6/2020 6:45,vDRKPA,100,79074,208,17,79,23,5,3
6074,15/6/2020 6:45,vDRHXA,100,79105,173,17,79,47,5,4
6075,15/6/2020 7:00,vDRKPA,100,80907,171,18,79,24,5,3
6076,15/6/2020 7:00,vDRHXA,100,78805,175,19,79,49,6,4
6077,15/6/2020 7:15,vDRKPA,100,82287,185,19,79,26,5,4
6078,15/6/2020 7:15,vDRHXA,100,81601,192,20,79,50,6,4
6079,15/6/2020 7:30,vDRKPA,100,82557,196,20,79,27,6,4
6080,15/6/2020 7:30,vDRHXA,100,81924,193,21,79,52,6,4
6081,15/6/2020 7:45,vDRKPA,100,84016,189,21,79,29,6,4
6082,15/6/2020 7:45,vDRHXA,100,82895,203,22,79,53,7,4
6083,15/6/2020 8:00,vDRKPA,100,83293,214,22,79,30,6,4
6084,15/6/2020 8:00,vDRHXA,100,82612,213,23,79,54,7,4
6085,15/6/2020 8:15,vDRKPA,100,83376,207,23,79,32,6,4
6086,15/6/2020 8:15,vDRHXA,100,83021,228,24,79,54,7,4
6087,15/6/2020 8:30,vDRKPA,100,84189,205,23,79,32,6,4
6088,15/6/2020 8:30,vDRHXA,100,83658,223,25,79,55,7,5
6089,15/6/2020 8:45,vDRKPA,100,85321,210,24,79,32,7,4
6090,15/6/2020 8:45,vDRHXA,100,84579,238,25,79,56,7,5
6091,15/6/2020 9:00,vDRKPA,100,85702,229,24,79,33,7,4
6092,15/6/2020 9:00,vDRHXA,100,84637,229,26,79,56,8,5
6093,15/6/2020 9:15,vDRKPA,100,87318,169,25,79,34,7,4
6094,15/6/2020 9:15,vDRHXA,100,87123,187,26,79,56,8,5
6095,15/6/2020 9:30,vDRKPA,100,86792,171,25,79,35,7,4
6096,15/6/2020 9:30,vDRHXA,100,85462,192,27,79,57,8,5
6097,15/6/2020 9:45,vDRKPA,100,85882,198,26,79,35,7,4
6098,15/6/2020 9:45,vDRHXA,100,85354,213,27,79,57,8,5
6099,15/6/2020 10:00,vDRKPA,100,87258,202,26,79,36,7,5
6100,15/6/2020 10:00,vDRHXA,100,86711,191,28,79,58,8,5
6101,15/6/2020 10:15,vDRKPA,100,88820,203,27,79,37,7,5
6102,15/6/2020 10:15,vDRHXA,100,87947,214,29,79,58,8,5
6103,15/6/2020 10:30,vDRKPA,100,90352,226,27,79,37,7,5
6104,15/6/2020 10:30,vDRHXA,100,89681,200,29,79,58,8,5
6105,15/6/2020 10:45,vDRKPA,100,91719,224,27,79,38,7,5
6106,15/6/2020 10:45,vDRHXA,100,91778,228,29,79,59,8,5
6107,15/6/2020 11:00,vDRKPA,100,92134,245,27,79,37,7,5
6108,15/6/2020 11:00,vDRHXA,100,90639,273,29,79,59,8,5
6109,15/6/2020 11:15,vDRKPA,100,91331,200,28,79,38,8,5
6110,15/6/2020 11:15,vDRHXA,100,89938,197,30,79,59,8,5
6111,15/6/2020 11:30,vDRKPA,100,91518,203,28,79,38,8,5
6112,15/6/2020 11:30,vDRHXA,100,90176,197,29,79,59,8,5
6113,15/6/2020 11:45,vDRKPA,100,88848,261,29,79,39,8,5
6114,15/6/2020 11:45,vDRHXA,100,87863,233,30,79,59,8,5
6115,15/6/2020 12:00,vDRKPA,100,88061,214,28,79,38,8,5
6116,15/6/2020 12:00,vDRHXA,100,87334,188,30,79,60,9,5
6117,15/6/2020 12:15,vDRKPA,100,87845,186,29,79,39,8,5
6118,15/6/2020 12:15,vDRHXA,100,87388,214,30,79,60,9,5
6119,15/6/2020 12:30,vDRKPA,100,88494,214,28,79,38,8,5
6120,15/6/2020 12:30,vDRHXA,100,87319,211,30,79,60,8,5
6121,15/6/2020 12:45,vDRKPA,100,88799,222,28,79,38,8,5
6122,15/6/2020 12:45,vDRHXA,100,88353,222,29,79,60,8,5
6123,15/6/2020 13:00,vDRKPA,100,90978,215,28,79,38,8,5
6124,15/6/2020 13:00,vDRHXA,100,89246,224,29,79,59,8,5
6125,15/6/2020 13:15,vDRKPA,100,88422,232,28,79,39,8,5
6126,15/6/2020 13:15,vDRHXA,100,87536,214,31,79,60,9,5
6127,15/6/2020 13:30,vDRKPA,100,87677,195,28,79,38,8,5
6128,15/6/2020 13:30,vDRHXA,100,87632,200,29,79,60,8,5
6129,15/6/2020 13:45,vDRKPA,100,91258,206,28,79,38,8,5
6130,15/6/2020 13:45,vDRHXA,100,89757,206,29,79,59,8,5
6131,15/6/2020 14:00,vDRKPA,100,90871,218,28,79,39,8,5
6132,15/6/2020 14:00,vDRHXA,100,88815,233,29,79,59,8,5
6133,15/6/2020 14:15,vDRKPA,100,92253,190,28,79,39,8,5
6134,15/6/2020 14:15,vDRHXA,100,90591,187,30,79,60,9,5
6135,15/6/2020 14:30,vDRKPA,100,91158,209,28,79,38,8,5
6136,15/6/2020 14:30,vDRHXA,100,91381,186,29,79,59,8,5
6137,15/6/2020 14:45,vDRKPA,100,92206,220,28,79,38,8,5
6138,15/6/2020 14:45,vDRHXA,100,90326,224,29,79,59,8,5
6139,15/6/2020 15:00,vDRKPA,100,90719,204,28,79,38,8,5
6140,15/6/2020 15:00,vDRHXA,100,89404,163,30,79,59,8,5
6141,15/6/2020 15:15,vDRKPA,100,94035,209,28,79,38,8,5
6142,15/6/2020 15:15,vDRHXA,100,93345,189,30,79,60,8,5
6143,15/6/2020 15:30,vDRKPA,100,95198,231,28,79,38,8,5
6144,15/6/2020 15:30,vDRHXA,100,94318,219,30,79,60,8,5
6145,15/6/2020 15:45,vDRKPA,100,94788,220,28,79,39,8,5
6146,15/6/2020 15:45,vDRHXA,100,94251,213,29,79,59,8,5
6147,15/6/2020 16:00,vDRKPA,100,94710,205,28,79,38,8,5
6148,15/6/2020 16:00,vDRHXA,100,94098,219,29,79,59,8,5
6149,15/6/2020 16:15,vDRKPA,100,94989,205,28,79,38,8,5
6150,15/6/2020 16:15,vDRHXA,100,93885,214,29,79,59,8,5
6151,15/6/2020 16:30,vDRKPA,100,93939,392,27,79,37,8,5
6152,15/6/2020 16:30,vDRHXA,100,92700,332,29,79,59,8,5
6153,15/6/2020 16:45,vDRKPA,100,92789,217,28,79,38,7,5
6154,15/6/2020 16:45,vDRHXA,100,92372,267,29,79,59,8,5
6155,15/6/2020 17:00,vDRKPA,100,92825,204,27,79,37,7,5
6156,15/6/2020 17:00,vDRHXA,100,91702,227,29,79,59,8,5
6157,15/6/2020 17:15,vDRKPA,100,95861,218,28,79,39,8,5
6158,15/6/2020 17:15,vDRHXA,100,95182,236,30,79,59,8,5
6159,15/6/2020 17:30,vDRKPA,100,93021,230,28,79,38,8,5
6160,15/6/2020 17:30,vDRHXA,100,91487,211,29,79,59,8,5
6161,15/6/2020 17:45,vDRKPA,100,92400,208,28,79,38,8,5
6162,15/6/2020 17:45,vDRHXA,100,90789,216,29,79,59,8,5
6163,15/6/2020 18:00,vDRKPA,100,90506,214,27,79,37,7,5
6164,15/6/2020 18:00,vDRHXA,100,89340,213,29,79,59,8,5
6165,15/6/2020 18:15,vDRKPA,100,92942,223,31,79,42,7,5
6166,15/6/2020 18:15,vDRHXA,100,91191,209,32,79,61,8,5
6167,15/6/2020 18:30,vDRKPA,100,90987,209,27,79,37,7,5
6168,15/6/2020 18:30,vDRHXA,100,89858,197,29,79,59,8,5
6169,15/6/2020 18:45,vDRKPA,100,89651,228,52,79,71,7,5
6170,15/6/2020 18:45,vDRHXA,100,89413,228,57,79,81,8,5
6171,15/6/2020 19:00,vDRKPA,100,89802,230,27,79,37,7,5
6172,15/6/2020 19:00,vDRHXA,100,89206,214,28,79,58,8,5
6173,15/6/2020 19:15,vDRKPA,100,91865,223,27,79,37,7,5
6174,15/6/2020 19:15,vDRHXA,100,89766,207,28,79,58,8,5
6175,15/6/2020 19:30,vDRKPA,100,93424,248,26,79,35,7,4
6176,15/6/2020 19:30,vDRHXA,100,92468,251,28,79,57,8,5
6177,15/6/2020 19:45,vDRKPA,100,95348,199,25,79,34,7,4
6178,15/6/2020 19:45,vDRHXA,100,94880,220,27,79,57,8,5
6179,15/6/2020 20:00,vDRKPA,100,94470,205,25,79,35,7,4
6180,15/6/2020 20:00,vDRHXA,100,93969,186,27,79,57,8,5
6181,15/6/2020 20:15,vDRKPA,100,94768,204,25,79,35,7,4
6182,15/6/2020 20:15,vDRHXA,100,94865,232,27,79,57,8,5
6183,15/6/2020 20:30,vDRKPA,100,95313,201,25,79,34,7,4
6184,15/6/2020 20:30,vDRHXA,100,94642,202,27,79,57,8,5
6185,15/6/2020 20:45,vDRKPA,100,96152,296,25,79,34,7,4
6186,15/6/2020 20:45,vDRHXA,100,95052,325,26,79,57,8,5
6187,15/6/2020 21:00,vDRKPA,100,94944,1006,41,79,56,7,4
6188,15/6/2020 21:00,vDRHXA,100,94847,950,43,79,66,8,5
6189,15/6/2020 21:15,vDRKPA,100,95640,237,24,79,34,7,4
6190,15/6/2020 21:15,vDRHXA,100,94834,188,26,79,56,7,5
6191,15/6/2020 21:30,vDRKPA,100,97901,200,24,79,32,7,4
6192,15/6/2020 21:30,vDRHXA,100,96320,221,25,79,56,7,5
6193,15/6/2020 21:45,vDRKPA,100,97793,219,23,79,32,7,4
6194,15/6/2020 21:45,vDRHXA,100,97149,239,25,79,55,7,5
6195,15/6/2020 22:00,vDRKPA,100,98355,214,23,79,32,6,4
6196,15/6/2020 22:00,vDRHXA,100,97446,225,24,79,55,7,4
6197,15/6/2020 22:15,vDRKPA,100,98572,212,23,79,31,6,4
6198,15/6/2020 22:15,vDRHXA,100,97078,218,24,79,55,7,4
6199,15/6/2020 22:30,vDRKPA,100,97137,191,22,79,30,6,4
6200,15/6/2020 22:30,vDRHXA,100,95691,194,23,79,54,7,4
6201,15/6/2020 22:45,vDRKPA,100,98005,210,22,79,29,6,4
6202,15/6/2020 22:45,vDRHXA,100,97166,193,22,79,53,7,4
6203,15/6/2020 23:00,vDRKPA,100,95642,208,21,79,29,6,4
6204,15/6/2020 23:00,vDRHXA,100,95173,218,22,79,52,7,4
6205,15/6/2020 23:15,vDRKPA,100,94563,178,21,79,29,6,4
6206,15/6/2020 23:15,vDRHXA,100,94147,208,22,79,52,6,4
6207,15/6/2020 23:30,vDRKPA,100,96787,270,19,79,27,6,4
6208,15/6/2020 23:30,vDRHXA,100,94662,305,21,79,51,6,4
6209,15/6/2020 23:45,vDRKPA,100,96031,356,19,79,26,6,4
6210,15/6/2020 23:45,vDRHXA,100,95493,353,21,79,50,6,4
6211,16/6/2020 0:00,vDRKPA,100,92824,331,19,79,26,5,4
6212,16/6/2020 0:00,vDRHXA,100,92516,335,21,79,50,6,4
6213,16/6/2020 0:15,vDRKPA,100,90893,302,19,79,26,5,4
6214,16/6/2020 0:15,vDRHXA,100,89887,287,20,79,50,6,4
6215,16/6/2020 0:30,vDRKPA,100,88571,189,17,79,24,5,3
6216,16/6/2020 0:30,vDRHXA,100,86837,171,18,79,48,6,4
6217,16/6/2020 0:45,vDRKPA,100,86751,216,17,79,23,5,3
6218,16/6/2020 0:45,vDRHXA,100,85743,181,18,79,48,6,4
6219,16/6/2020 1:00,vDRKPA,100,85252,203,16,79,22,5,3
6220,16/6/2020 1:00,vDRHXA,100,85384,187,17,79,47,5,4
